<TICKER>;<PER>;<DATE>;ОТКРЫТИЕ;МАКСИМУМ;МИНИМУМ;ЗАКРЫТИЕ;<VOL>;<TIME>
SPFB.RTS-12.18;1;04.10.2018;116950;116960;116880;116930;664;11:42:00
SPFB.RTS-12.18;1;04.10.2018;116930;116930;116860;116880;376;11:43:00
SPFB.RTS-12.18;1;04.10.2018;116880;116890;116830;116870;405;11:44:00
SPFB.RTS-12.18;1;04.10.2018;116860;116940;116850;116850;1284;11:45:00
SPFB.RTS-12.18;1;04.10.2018;116850;116940;116780;116790;939;11:46:00
SPFB.RTS-12.18;1;04.10.2018;116790;116800;116750;116780;1205;11:47:00
SPFB.RTS-12.18;1;04.10.2018;116790;116870;116770;116870;663;11:48:00
SPFB.RTS-12.18;1;04.10.2018;116870;116880;116840;116860;375;11:49:00
SPFB.RTS-12.18;1;04.10.2018;116860;117000;116860;117000;1662;11:50:00
SPFB.RTS-12.18;1;04.10.2018;117000;117000;116900;116990;657;11:51:00
SPFB.RTS-12.18;1;04.10.2018;116990;117140;116940;117130;2237;11:52:00
SPFB.RTS-12.18;1;04.10.2018;117140;117270;117130;117250;2167;11:53:00
SPFB.RTS-12.18;1;04.10.2018;117250;117370;117200;117290;3389;11:54:00
SPFB.RTS-12.18;1;04.10.2018;117280;117390;117280;117340;1766;11:55:00
SPFB.RTS-12.18;1;04.10.2018;117340;117390;117260;117280;1025;11:56:00
SPFB.RTS-12.18;1;04.10.2018;117270;117340;117230;117300;1210;11:57:00
SPFB.RTS-12.18;1;04.10.2018;117310;117370;117280;117340;876;11:58:00
SPFB.RTS-12.18;1;04.10.2018;117340;117370;117240;117240;479;11:59:00
SPFB.RTS-12.18;1;04.10.2018;117240;117310;117220;117230;1119;12:00:00
SPFB.RTS-12.18;1;04.10.2018;117240;117280;117030;117090;1765;12:01:00
SPFB.RTS-12.18;1;04.10.2018;117070;117210;117070;117120;1143;12:02:00
SPFB.RTS-12.18;1;04.10.2018;117110;117130;116950;117020;1825;12:03:00
SPFB.RTS-12.18;1;04.10.2018;117010;117030;116900;116900;753;12:04:00
SPFB.RTS-12.18;1;04.10.2018;116910;116970;116900;116910;574;12:05:00
SPFB.RTS-12.18;1;04.10.2018;116900;116960;116850;116920;861;12:06:00
SPFB.RTS-12.18;1;04.10.2018;116910;116990;116900;116930;452;12:07:00
SPFB.RTS-12.18;1;04.10.2018;116930;117000;116910;116910;365;12:08:00
SPFB.RTS-12.18;1;04.10.2018;116910;117030;116890;117020;696;12:09:00
SPFB.RTS-12.18;1;04.10.2018;117020;117110;116920;116990;1230;12:10:00
SPFB.RTS-12.18;1;04.10.2018;116990;117080;116950;117050;558;12:11:00
SPFB.RTS-12.18;1;04.10.2018;117060;117110;117020;117060;289;12:12:00
SPFB.RTS-12.18;1;04.10.2018;117060;117130;117040;117130;281;12:13:00
SPFB.RTS-12.18;1;04.10.2018;117140;117190;117100;117110;600;12:14:00
SPFB.RTS-12.18;1;04.10.2018;117120;117130;117060;117080;189;12:15:00
SPFB.RTS-12.18;1;04.10.2018;117070;117090;117060;117060;283;12:16:00
SPFB.RTS-12.18;1;04.10.2018;117050;117180;117030;117160;563;12:17:00
SPFB.RTS-12.18;1;04.10.2018;117160;117250;117120;117230;699;12:18:00
SPFB.RTS-12.18;1;04.10.2018;117230;117300;117180;117210;791;12:19:00
SPFB.RTS-12.18;1;04.10.2018;117210;117250;117200;117210;190;12:20:00
SPFB.RTS-12.18;1;04.10.2018;117210;117250;117200;117200;477;12:21:00
SPFB.RTS-12.18;1;04.10.2018;117200;117200;117060;117090;1002;12:22:00
SPFB.RTS-12.18;1;04.10.2018;117100;117110;117080;117110;164;12:23:00
SPFB.RTS-12.18;1;04.10.2018;117100;117110;117080;117090;114;12:24:00
SPFB.RTS-12.18;1;04.10.2018;117090;117180;117070;117140;404;12:25:00
SPFB.RTS-12.18;1;04.10.2018;117120;117120;116920;116950;1150;12:26:00
SPFB.RTS-12.18;1;04.10.2018;116940;116970;116920;116960;348;12:27:00
SPFB.RTS-12.18;1;04.10.2018;116950;116960;116880;116960;625;12:28:00
SPFB.RTS-12.18;1;04.10.2018;116960;117000;116940;116960;282;12:29:00
SPFB.RTS-12.18;1;04.10.2018;116960;117010;116950;116980;159;12:30:00
SPFB.RTS-12.18;1;04.10.2018;117000;117000;116920;116950;241;12:31:00
SPFB.RTS-12.18;1;04.10.2018;116960;116980;116940;116980;203;12:32:00
SPFB.RTS-12.18;1;04.10.2018;116980;116980;116940;116950;234;12:33:00
SPFB.RTS-12.18;1;04.10.2018;116950;117020;116920;117020;415;12:34:00
SPFB.RTS-12.18;1;04.10.2018;117020;117040;116950;117020;304;12:35:00
SPFB.RTS-12.18;1;04.10.2018;117010;117070;116970;117040;423;12:36:00
SPFB.RTS-12.18;1;04.10.2018;117050;117080;117000;117080;348;12:37:00
SPFB.RTS-12.18;1;04.10.2018;117080;117150;117070;117100;695;12:38:00
SPFB.RTS-12.18;1;04.10.2018;117100;117140;117060;117120;419;12:39:00
SPFB.RTS-12.18;1;04.10.2018;117110;117110;116930;116940;712;12:40:00
SPFB.RTS-12.18;1;04.10.2018;116930;116930;116810;116890;2035;12:41:00
SPFB.RTS-12.18;1;04.10.2018;116880;116950;116810;116940;428;12:42:00
SPFB.RTS-12.18;1;04.10.2018;116940;117050;116910;117030;648;12:43:00
SPFB.RTS-12.18;1;04.10.2018;117040;117100;117020;117050;415;12:44:00
SPFB.RTS-12.18;1;04.10.2018;117040;117070;117010;117060;172;12:45:00
SPFB.RTS-12.18;1;04.10.2018;117060;117090;117040;117060;391;12:46:00
SPFB.RTS-12.18;1;04.10.2018;117080;117200;117010;117190;990;12:47:00
SPFB.RTS-12.18;1;04.10.2018;117190;117260;117140;117210;837;12:48:00
SPFB.RTS-12.18;1;04.10.2018;117220;117280;117200;117230;773;12:49:00
SPFB.RTS-12.18;1;04.10.2018;117220;117220;117080;117110;605;12:50:00
SPFB.RTS-12.18;1;04.10.2018;117100;117110;117000;117030;716;12:51:00
SPFB.RTS-12.18;1;04.10.2018;117030;117080;117000;117070;321;12:52:00
SPFB.RTS-12.18;1;04.10.2018;117060;117070;117020;117050;190;12:53:00
SPFB.RTS-12.18;1;04.10.2018;117040;117050;117020;117030;130;12:54:00
SPFB.RTS-12.18;1;04.10.2018;117020;117090;117020;117050;369;12:55:00
SPFB.RTS-12.18;1;04.10.2018;117060;117080;117050;117080;161;12:56:00
SPFB.RTS-12.18;1;04.10.2018;117090;117230;117060;117170;1005;12:57:00
SPFB.RTS-12.18;1;04.10.2018;117160;117250;117160;117240;554;12:58:00
SPFB.RTS-12.18;1;04.10.2018;117240;117260;117110;117110;531;12:59:00
SPFB.RTS-12.18;1;04.10.2018;117130;117150;117070;117140;295;13:00:00
SPFB.RTS-12.18;1;04.10.2018;117120;117130;116930;117010;1351;13:01:00
SPFB.RTS-12.18;1;04.10.2018;117010;117020;116950;116980;437;13:02:00
SPFB.RTS-12.18;1;04.10.2018;116970;117060;116960;117030;486;13:03:00
SPFB.RTS-12.18;1;04.10.2018;117050;117100;117020;117080;251;13:04:00
SPFB.RTS-12.18;1;04.10.2018;117080;117090;117050;117090;115;13:05:00
SPFB.RTS-12.18;1;04.10.2018;117080;117080;117050;117050;133;13:06:00
SPFB.RTS-12.18;1;04.10.2018;117060;117100;117030;117090;200;13:07:00
SPFB.RTS-12.18;1;04.10.2018;117100;117100;117030;117040;277;13:08:00
SPFB.RTS-12.18;1;04.10.2018;117060;117180;117050;117160;418;13:09:00
SPFB.RTS-12.18;1;04.10.2018;117160;117240;117140;117220;472;13:10:00
SPFB.RTS-12.18;1;04.10.2018;117210;117230;117130;117160;481;13:11:00
SPFB.RTS-12.18;1;04.10.2018;117160;117160;117060;117110;370;13:12:00
SPFB.RTS-12.18;1;04.10.2018;117110;117130;117070;117100;79;13:13:00
SPFB.RTS-12.18;1;04.10.2018;117090;117150;117080;117080;124;13:14:00
SPFB.RTS-12.18;1;04.10.2018;117080;117120;117080;117100;139;13:15:00
SPFB.RTS-12.18;1;04.10.2018;117110;117150;117100;117110;144;13:16:00
SPFB.RTS-12.18;1;04.10.2018;117120;117120;117070;117090;84;13:17:00
SPFB.RTS-12.18;1;04.10.2018;117110;117130;117060;117070;148;13:18:00
SPFB.RTS-12.18;1;04.10.2018;117060;117140;117050;117090;172;13:19:00
SPFB.RTS-12.18;1;04.10.2018;117080;117120;117080;117110;98;13:20:00
SPFB.RTS-12.18;1;04.10.2018;117120;117180;117090;117120;270;13:21:00
SPFB.RTS-12.18;1;04.10.2018;117110;117230;117090;117210;586;13:22:00
SPFB.RTS-12.18;1;04.10.2018;117200;117200;117100;117100;441;13:23:00
SPFB.RTS-12.18;1;04.10.2018;117130;117130;117100;117100;102;13:24:00
SPFB.RTS-12.18;1;04.10.2018;117100;117130;117100;117100;34;13:25:00
SPFB.RTS-12.18;1;04.10.2018;117100;117180;117050;117180;395;13:26:00
SPFB.RTS-12.18;1;04.10.2018;117180;117270;117140;117200;671;13:27:00
SPFB.RTS-12.18;1;04.10.2018;117210;117220;117150;117190;153;13:28:00
SPFB.RTS-12.18;1;04.10.2018;117160;117180;117110;117170;169;13:29:00
SPFB.RTS-12.18;1;04.10.2018;117160;117180;117130;117130;79;13:30:00
SPFB.RTS-12.18;1;04.10.2018;117120;117140;117000;117020;1209;13:31:00
SPFB.RTS-12.18;1;04.10.2018;117020;117070;117010;117050;198;13:32:00
SPFB.RTS-12.18;1;04.10.2018;117060;117070;117030;117030;219;13:33:00
SPFB.RTS-12.18;1;04.10.2018;117020;117050;116960;117000;510;13:34:00
SPFB.RTS-12.18;1;04.10.2018;117020;117070;117010;117050;217;13:35:00
SPFB.RTS-12.18;1;04.10.2018;117040;117050;117020;117050;93;13:36:00
SPFB.RTS-12.18;1;04.10.2018;117050;117060;116970;117020;320;13:37:00
SPFB.RTS-12.18;1;04.10.2018;117020;117030;116940;116950;365;13:38:00
SPFB.RTS-12.18;1;04.10.2018;116950;117020;116920;117000;457;13:39:00
SPFB.RTS-12.18;1;04.10.2018;117000;117020;116990;117010;119;13:40:00
SPFB.RTS-12.18;1;04.10.2018;117010;117010;116940;117000;173;13:41:00
SPFB.RTS-12.18;1;04.10.2018;117000;117040;116990;116990;272;13:42:00
SPFB.RTS-12.18;1;04.10.2018;116990;117000;116970;116970;168;13:43:00
SPFB.RTS-12.18;1;04.10.2018;116970;116980;116920;116940;251;13:44:00
SPFB.RTS-12.18;1;04.10.2018;116950;116970;116910;116950;387;13:45:00
SPFB.RTS-12.18;1;04.10.2018;116950;117050;116920;117040;669;13:46:00
SPFB.RTS-12.18;1;04.10.2018;117040;117060;117000;117060;453;13:47:00
SPFB.RTS-12.18;1;04.10.2018;117060;117120;117040;117080;555;13:48:00
SPFB.RTS-12.18;1;04.10.2018;117090;117090;117050;117050;249;13:49:00
SPFB.RTS-12.18;1;04.10.2018;117050;117080;117050;117080;175;13:50:00
SPFB.RTS-12.18;1;04.10.2018;117090;117170;117080;117130;527;13:51:00
SPFB.RTS-12.18;1;04.10.2018;117130;117140;117070;117130;259;13:52:00
SPFB.RTS-12.18;1;04.10.2018;117110;117170;117110;117120;263;13:53:00
SPFB.RTS-12.18;1;04.10.2018;117130;117140;117100;117110;160;13:54:00
SPFB.RTS-12.18;1;04.10.2018;117110;117200;117100;117200;567;13:55:00
SPFB.RTS-12.18;1;04.10.2018;117180;117200;117120;117140;306;13:56:00
SPFB.RTS-12.18;1;04.10.2018;117150;117190;117130;117170;226;13:57:00
SPFB.RTS-12.18;1;04.10.2018;117170;117210;117140;117190;400;13:58:00
SPFB.RTS-12.18;1;04.10.2018;117190;117200;117170;117180;156;13:59:00
SPFB.RTS-12.18;1;04.10.2018;117170;117200;117140;117150;348;14:00:00
SPFB.RTS-12.18;1;04.10.2018;117160;117170;116940;116970;1364;14:06:00
SPFB.RTS-12.18;1;04.10.2018;116970;117040;116930;117040;561;14:07:00
SPFB.RTS-12.18;1;04.10.2018;117030;117080;117000;117070;404;14:08:00
SPFB.RTS-12.18;1;04.10.2018;117070;117140;117050;117080;682;14:09:00
SPFB.RTS-12.18;1;04.10.2018;117080;117130;117070;117090;385;14:10:00
SPFB.RTS-12.18;1;04.10.2018;117100;117100;117060;117080;243;14:11:00
SPFB.RTS-12.18;1;04.10.2018;117090;117110;117090;117100;235;14:12:00
SPFB.RTS-12.18;1;04.10.2018;117100;117230;117100;117190;1159;14:13:00
SPFB.RTS-12.18;1;04.10.2018;117190;117200;117130;117130;210;14:14:00
SPFB.RTS-12.18;1;04.10.2018;117140;117150;117100;117140;221;14:15:00
SPFB.RTS-12.18;1;04.10.2018;117140;117170;117070;117090;459;14:16:00
SPFB.RTS-12.18;1;04.10.2018;117100;117100;117010;117040;446;14:17:00
SPFB.RTS-12.18;1;04.10.2018;117030;117070;117010;117020;420;14:18:00
SPFB.RTS-12.18;1;04.10.2018;117010;117040;116970;117010;444;14:19:00
SPFB.RTS-12.18;1;04.10.2018;117000;117040;116980;117040;261;14:20:00
SPFB.RTS-12.18;1;04.10.2018;117040;117060;117000;117040;180;14:21:00
SPFB.RTS-12.18;1;04.10.2018;117040;117060;117030;117040;128;14:22:00
SPFB.RTS-12.18;1;04.10.2018;117030;117040;116970;117000;290;14:23:00
SPFB.RTS-12.18;1;04.10.2018;117010;117040;116970;117030;195;14:24:00
SPFB.RTS-12.18;1;04.10.2018;117030;117090;117010;117080;342;14:25:00
SPFB.RTS-12.18;1;04.10.2018;117080;117160;117060;117150;658;14:26:00
SPFB.RTS-12.18;1;04.10.2018;117140;117140;117080;117100;283;14:27:00
SPFB.RTS-12.18;1;04.10.2018;117110;117110;117070;117070;88;14:28:00
SPFB.RTS-12.18;1;04.10.2018;117070;117170;117070;117130;209;14:29:00
SPFB.RTS-12.18;1;04.10.2018;117120;117140;117100;117100;124;14:30:00
SPFB.RTS-12.18;1;04.10.2018;117100;117140;117090;117130;173;14:31:00
SPFB.RTS-12.18;1;04.10.2018;117150;117250;117150;117230;847;14:32:00
SPFB.RTS-12.18;1;04.10.2018;117240;117240;117100;117130;730;14:33:00
SPFB.RTS-12.18;1;04.10.2018;117120;117120;117020;117030;721;14:34:00
SPFB.RTS-12.18;1;04.10.2018;117030;117050;116800;116810;2869;14:35:00
SPFB.RTS-12.18;1;04.10.2018;116820;116920;116800;116880;1551;14:36:00
SPFB.RTS-12.18;1;04.10.2018;116880;116890;116840;116850;600;14:37:00
SPFB.RTS-12.18;1;04.10.2018;116840;116870;116660;116710;4042;14:38:00
SPFB.RTS-12.18;1;04.10.2018;116730;116800;116690;116780;902;14:39:00
SPFB.RTS-12.18;1;04.10.2018;116790;116810;116720;116740;835;14:40:00
SPFB.RTS-12.18;1;04.10.2018;116730;116790;116670;116750;1229;14:41:00
SPFB.RTS-12.18;1;04.10.2018;116740;116790;116650;116690;1009;14:42:00
SPFB.RTS-12.18;1;04.10.2018;116680;116680;116540;116590;2129;14:43:00
SPFB.RTS-12.18;1;04.10.2018;116590;116600;116540;116570;1075;14:44:00
SPFB.RTS-12.18;1;04.10.2018;116570;116620;116510;116550;1775;14:45:00
SPFB.RTS-12.18;1;04.10.2018;116550;116610;116500;116560;1902;14:46:00
SPFB.RTS-12.18;1;04.10.2018;116560;116590;116380;116420;3144;14:47:00
SPFB.RTS-12.18;1;04.10.2018;116420;116520;116390;116510;1072;14:48:00
SPFB.RTS-12.18;1;04.10.2018;116520;116730;116490;116680;2710;14:49:00
SPFB.RTS-12.18;1;04.10.2018;116690;116700;116590;116610;905;14:50:00
SPFB.RTS-12.18;1;04.10.2018;116620;116630;116240;116450;4803;14:51:00
SPFB.RTS-12.18;1;04.10.2018;116460;116460;116330;116410;1242;14:52:00
SPFB.RTS-12.18;1;04.10.2018;116400;116520;116370;116470;1175;14:53:00
SPFB.RTS-12.18;1;04.10.2018;116470;116480;116380;116450;681;14:54:00
SPFB.RTS-12.18;1;04.10.2018;116440;116510;116380;116510;652;14:55:00
SPFB.RTS-12.18;1;04.10.2018;116500;116600;116470;116580;1090;14:56:00
SPFB.RTS-12.18;1;04.10.2018;116580;116630;116570;116630;802;14:57:00
SPFB.RTS-12.18;1;04.10.2018;116610;116620;116470;116510;1143;14:58:00
SPFB.RTS-12.18;1;04.10.2018;116520;116530;116440;116480;670;14:59:00
SPFB.RTS-12.18;1;04.10.2018;116490;116540;116430;116440;955;15:00:00
SPFB.RTS-12.18;1;04.10.2018;116450;116500;116420;116450;1180;15:01:00
SPFB.RTS-12.18;1;04.10.2018;116440;116500;116410;116440;937;15:02:00
SPFB.RTS-12.18;1;04.10.2018;116440;116480;116300;116320;2008;15:03:00
SPFB.RTS-12.18;1;04.10.2018;116330;116390;116280;116360;1552;15:04:00
SPFB.RTS-12.18;1;04.10.2018;116340;116370;116280;116310;1096;15:05:00
SPFB.RTS-12.18;1;04.10.2018;116290;116290;116160;116250;1864;15:06:00
SPFB.RTS-12.18;1;04.10.2018;116250;116280;116150;116150;860;15:07:00
SPFB.RTS-12.18;1;04.10.2018;116150;116170;116060;116060;2212;15:08:00
SPFB.RTS-12.18;1;04.10.2018;116060;116270;116020;116250;2691;15:09:00
SPFB.RTS-12.18;1;04.10.2018;116250;116330;116180;116310;1702;15:10:00
SPFB.RTS-12.18;1;04.10.2018;116300;116350;116300;116330;790;15:11:00
SPFB.RTS-12.18;1;04.10.2018;116320;116330;116190;116240;701;15:12:00
SPFB.RTS-12.18;1;04.10.2018;116230;116440;116230;116320;2949;15:13:00
SPFB.RTS-12.18;1;04.10.2018;116320;116500;116320;116440;3066;15:14:00
SPFB.RTS-12.18;1;04.10.2018;116450;116460;116330;116340;583;15:15:00
SPFB.RTS-12.18;1;04.10.2018;116340;116360;116270;116270;1029;15:16:00
SPFB.RTS-12.18;1;04.10.2018;116270;116350;116210;116310;952;15:17:00
SPFB.RTS-12.18;1;04.10.2018;116310;116330;116240;116240;376;15:18:00
SPFB.RTS-12.18;1;04.10.2018;116240;116420;116230;116420;924;15:19:00
SPFB.RTS-12.18;1;04.10.2018;116410;116410;116250;116250;609;15:20:00
SPFB.RTS-12.18;1;04.10.2018;116250;116300;116220;116280;497;15:21:00
SPFB.RTS-12.18;1;04.10.2018;116280;116300;116190;116220;912;15:22:00
SPFB.RTS-12.18;1;04.10.2018;116210;116220;116080;116140;1098;15:23:00
SPFB.RTS-12.18;1;04.10.2018;116130;116260;116110;116120;969;15:24:00
SPFB.RTS-12.18;1;04.10.2018;116140;116230;116120;116120;526;15:25:00
SPFB.RTS-12.18;1;04.10.2018;116120;116160;116050;116090;1048;15:26:00
SPFB.RTS-12.18;1;04.10.2018;116070;116080;115910;115960;2071;15:27:00
SPFB.RTS-12.18;1;04.10.2018;115950;116060;115900;116060;1399;15:28:00
SPFB.RTS-12.18;1;04.10.2018;116050;116150;116020;116030;1423;15:29:00
SPFB.RTS-12.18;1;04.10.2018;116060;116140;116020;116080;683;15:30:00
SPFB.RTS-12.18;1;04.10.2018;116080;116090;115940;115960;2127;15:31:00
SPFB.RTS-12.18;1;04.10.2018;115950;116000;115920;115930;889;15:32:00
SPFB.RTS-12.18;1;04.10.2018;115940;115980;115810;115870;2356;15:33:00
SPFB.RTS-12.18;1;04.10.2018;115870;115970;115820;115920;1519;15:34:00
SPFB.RTS-12.18;1;04.10.2018;115920;115950;115900;115900;678;15:35:00
SPFB.RTS-12.18;1;04.10.2018;115900;115970;115900;115950;560;15:36:00
SPFB.RTS-12.18;1;04.10.2018;115960;115960;115920;115950;284;15:37:00
SPFB.RTS-12.18;1;04.10.2018;115940;115950;115890;115940;1268;15:38:00
SPFB.RTS-12.18;1;04.10.2018;115940;116010;115940;115960;1018;15:39:00
SPFB.RTS-12.18;1;04.10.2018;115950;115970;115900;115920;575;15:40:00
SPFB.RTS-12.18;1;04.10.2018;115910;115990;115850;115870;1548;15:41:00
SPFB.RTS-12.18;1;04.10.2018;115860;115890;115840;115850;778;15:42:00
SPFB.RTS-12.18;1;04.10.2018;115850;115950;115840;115930;623;15:43:00
SPFB.RTS-12.18;1;04.10.2018;115940;116020;115920;116010;765;15:44:00
SPFB.RTS-12.18;1;04.10.2018;116020;116080;116010;116050;858;15:45:00
SPFB.RTS-12.18;1;04.10.2018;116050;116100;115960;115980;848;15:46:00
SPFB.RTS-12.18;1;04.10.2018;115970;116030;115910;115970;1393;15:47:00
SPFB.RTS-12.18;1;04.10.2018;115980;116010;115940;116000;382;15:48:00
SPFB.RTS-12.18;1;04.10.2018;116000;116070;115980;116040;664;15:49:00
SPFB.RTS-12.18;1;04.10.2018;116050;116170;115980;116110;1885;15:50:00
SPFB.RTS-12.18;1;04.10.2018;116130;116170;116040;116090;737;15:51:00
SPFB.RTS-12.18;1;04.10.2018;116110;116180;116050;116070;1033;15:52:00
SPFB.RTS-12.18;1;04.10.2018;116070;116110;116010;116090;902;15:53:00
SPFB.RTS-12.18;1;04.10.2018;116090;116170;116030;116120;1077;15:54:00
SPFB.RTS-12.18;1;04.10.2018;116110;116180;116090;116170;749;15:55:00
SPFB.RTS-12.18;1;04.10.2018;116170;116210;116130;116200;1271;15:56:00
SPFB.RTS-12.18;1;04.10.2018;116190;116210;116120;116120;536;15:57:00
SPFB.RTS-12.18;1;04.10.2018;116110;116140;116020;116050;993;15:58:00
SPFB.RTS-12.18;1;04.10.2018;116060;116090;116030;116070;540;15:59:00
SPFB.RTS-12.18;1;04.10.2018;116080;116090;116000;116000;714;16:00:00
SPFB.RTS-12.18;1;04.10.2018;116010;116100;115970;116060;784;16:01:00
SPFB.RTS-12.18;1;04.10.2018;116070;116120;116040;116060;479;16:02:00
SPFB.RTS-12.18;1;04.10.2018;116060;116100;116040;116070;189;16:03:00
SPFB.RTS-12.18;1;04.10.2018;116090;116160;116090;116160;407;16:04:00
SPFB.RTS-12.18;1;04.10.2018;116160;116360;116150;116330;2521;16:05:00
SPFB.RTS-12.18;1;04.10.2018;116330;116360;116240;116270;1752;16:06:00
SPFB.RTS-12.18;1;04.10.2018;116290;116350;116270;116330;701;16:07:00
SPFB.RTS-12.18;1;04.10.2018;116340;116340;116260;116260;756;16:08:00
SPFB.RTS-12.18;1;04.10.2018;116270;116280;116200;116210;494;16:09:00
SPFB.RTS-12.18;1;04.10.2018;116200;116310;116200;116290;667;16:10:00
SPFB.RTS-12.18;1;04.10.2018;116290;116310;116260;116280;341;16:11:00
SPFB.RTS-12.18;1;04.10.2018;116270;116270;116160;116180;834;16:12:00
SPFB.RTS-12.18;1;04.10.2018;116170;116200;116110;116190;692;16:13:00
SPFB.RTS-12.18;1;04.10.2018;116180;116220;116140;116140;584;16:14:00
SPFB.RTS-12.18;1;04.10.2018;116150;116200;116140;116150;235;16:15:00
SPFB.RTS-12.18;1;04.10.2018;116140;116150;116040;116050;804;16:16:00
SPFB.RTS-12.18;1;04.10.2018;116050;116090;116020;116030;389;16:17:00
SPFB.RTS-12.18;1;04.10.2018;116050;116130;116040;116120;705;16:18:00
SPFB.RTS-12.18;1;04.10.2018;116140;116140;116050;116060;489;16:19:00
SPFB.RTS-12.18;1;04.10.2018;116060;116100;116050;116050;406;16:20:00
SPFB.RTS-12.18;1;04.10.2018;116050;116060;115910;115970;1751;16:21:00
SPFB.RTS-12.18;1;04.10.2018;115960;116040;115950;115960;546;16:22:00
SPFB.RTS-12.18;1;04.10.2018;115970;116100;115950;116060;475;16:23:00
SPFB.RTS-12.18;1;04.10.2018;116070;116130;116050;116080;517;16:24:00
SPFB.RTS-12.18;1;04.10.2018;116090;116100;116050;116100;353;16:25:00
SPFB.RTS-12.18;1;04.10.2018;116090;116100;116040;116050;303;16:26:00
SPFB.RTS-12.18;1;04.10.2018;116040;116100;116020;116100;235;16:27:00
SPFB.RTS-12.18;1;04.10.2018;116100;116170;116090;116170;495;16:28:00
SPFB.RTS-12.18;1;04.10.2018;116160;116250;116140;116150;1236;16:29:00
SPFB.RTS-12.18;1;04.10.2018;116150;116220;116140;116140;447;16:30:00
SPFB.RTS-12.18;1;04.10.2018;116150;116190;115990;115990;1342;16:31:00
SPFB.RTS-12.18;1;04.10.2018;116000;116030;115880;115900;1055;16:32:00
SPFB.RTS-12.18;1;04.10.2018;115900;115910;115730;115810;3578;16:33:00
SPFB.RTS-12.18;1;04.10.2018;115800;115820;115660;115660;3482;16:34:00
SPFB.RTS-12.18;1;04.10.2018;115660;115770;115550;115650;4443;16:35:00
SPFB.RTS-12.18;1;04.10.2018;115650;115760;115620;115710;1621;16:36:00
SPFB.RTS-12.18;1;04.10.2018;115730;115780;115700;115720;1567;16:37:00
SPFB.RTS-12.18;1;04.10.2018;115710;115720;115640;115680;1377;16:38:00
SPFB.RTS-12.18;1;04.10.2018;115680;115810;115630;115660;1556;16:39:00
SPFB.RTS-12.18;1;04.10.2018;115660;115780;115620;115740;948;16:40:00
SPFB.RTS-12.18;1;04.10.2018;115750;115750;115630;115680;708;16:41:00
SPFB.RTS-12.18;1;04.10.2018;115670;115700;115610;115640;765;16:42:00
SPFB.RTS-12.18;1;04.10.2018;115650;115690;115620;115670;825;16:43:00
SPFB.RTS-12.18;1;04.10.2018;115660;115700;115630;115630;350;16:44:00
SPFB.RTS-12.18;1;04.10.2018;115630;115640;115470;115500;2982;16:45:00
SPFB.RTS-12.18;1;04.10.2018;115500;115560;115460;115490;2252;16:46:00
SPFB.RTS-12.18;1;04.10.2018;115470;115570;115420;115560;2422;16:47:00
SPFB.RTS-12.18;1;04.10.2018;115570;115580;115430;115450;919;16:48:00
SPFB.RTS-12.18;1;04.10.2018;115450;115520;115420;115490;787;16:49:00
SPFB.RTS-12.18;1;04.10.2018;115500;115580;115490;115560;732;16:50:00
SPFB.RTS-12.18;1;04.10.2018;115570;115580;115440;115520;811;16:51:00
SPFB.RTS-12.18;1;04.10.2018;115530;115610;115490;115570;1092;16:52:00
SPFB.RTS-12.18;1;04.10.2018;115560;115560;115480;115490;600;16:53:00
SPFB.RTS-12.18;1;04.10.2018;115490;115600;115490;115570;843;16:54:00
SPFB.RTS-12.18;1;04.10.2018;115550;115680;115550;115660;1675;16:55:00
SPFB.RTS-12.18;1;04.10.2018;115670;115700;115610;115650;899;16:56:00
SPFB.RTS-12.18;1;04.10.2018;115650;115660;115580;115660;735;16:57:00
SPFB.RTS-12.18;1;04.10.2018;115660;115660;115600;115640;431;16:58:00
SPFB.RTS-12.18;1;04.10.2018;115640;115650;115600;115640;465;16:59:00
SPFB.RTS-12.18;1;04.10.2018;115630;115660;115590;115640;737;17:00:00
SPFB.RTS-12.18;1;04.10.2018;115630;115640;115520;115550;1490;17:01:00
SPFB.RTS-12.18;1;04.10.2018;115560;115570;115430;115480;1556;17:02:00
SPFB.RTS-12.18;1;04.10.2018;115470;115480;115420;115440;839;17:03:00
SPFB.RTS-12.18;1;04.10.2018;115450;115520;115430;115510;683;17:04:00
