<TICKER>;<PER>;<DATE>;ОТКРЫТИЕ;МАКСИМУМ;МИНИМУМ;ЗАКРЫТИЕ;<VOL>;<TIME>
SPFB.RTS-12.18;1;06.11.2018;114490;114520;114480;114520;71;14:50:00
SPFB.RTS-12.18;1;06.11.2018;114530;114530;114510;114520;53;14:51:00
SPFB.RTS-12.18;1;06.11.2018;114520;114530;114500;114500;47;14:52:00
SPFB.RTS-12.18;1;06.11.2018;114500;114500;114230;114230;2616;14:53:00
SPFB.RTS-12.18;1;06.11.2018;114240;114330;114210;114320;991;14:54:00
SPFB.RTS-12.18;1;06.11.2018;114310;114340;114280;114290;296;14:55:00
SPFB.RTS-12.18;1;06.11.2018;114290;114310;114250;114300;361;14:56:00
SPFB.RTS-12.18;1;06.11.2018;114290;114350;114280;114330;243;14:57:00
SPFB.RTS-12.18;1;06.11.2018;114340;114340;114310;114310;201;14:58:00
SPFB.RTS-12.18;1;06.11.2018;114320;114330;114280;114290;227;14:59:00
SPFB.RTS-12.18;1;06.11.2018;114290;114350;114280;114350;259;15:00:00
SPFB.RTS-12.18;1;06.11.2018;114330;114360;114240;114250;733;15:01:00
SPFB.RTS-12.18;1;06.11.2018;114250;114260;114220;114250;396;15:02:00
SPFB.RTS-12.18;1;06.11.2018;114240;114300;114230;114260;270;15:03:00
SPFB.RTS-12.18;1;06.11.2018;114270;114270;114250;114260;137;15:04:00
SPFB.RTS-12.18;1;06.11.2018;114270;114290;114250;114290;129;15:05:00
SPFB.RTS-12.18;1;06.11.2018;114300;114300;114210;114240;357;15:06:00
SPFB.RTS-12.18;1;06.11.2018;114220;114260;114210;114260;278;15:07:00
SPFB.RTS-12.18;1;06.11.2018;114260;114260;114210;114230;214;15:08:00
SPFB.RTS-12.18;1;06.11.2018;114240;114270;114210;114240;357;15:09:00
SPFB.RTS-12.18;1;06.11.2018;114250;114250;114220;114220;214;15:10:00
SPFB.RTS-12.18;1;06.11.2018;114220;114280;114210;114270;324;15:11:00
SPFB.RTS-12.18;1;06.11.2018;114270;114280;114210;114250;354;15:12:00
SPFB.RTS-12.18;1;06.11.2018;114250;114280;114250;114280;149;15:13:00
SPFB.RTS-12.18;1;06.11.2018;114260;114280;114250;114280;153;15:14:00
SPFB.RTS-12.18;1;06.11.2018;114280;114300;114260;114290;220;15:15:00
SPFB.RTS-12.18;1;06.11.2018;114290;114300;114250;114270;151;15:16:00
SPFB.RTS-12.18;1;06.11.2018;114250;114320;114250;114290;178;15:17:00
SPFB.RTS-12.18;1;06.11.2018;114310;114390;114290;114380;801;15:18:00
SPFB.RTS-12.18;1;06.11.2018;114380;114380;114290;114310;145;15:19:00
SPFB.RTS-12.18;1;06.11.2018;114310;114320;114280;114290;123;15:20:00
SPFB.RTS-12.18;1;06.11.2018;114300;114350;114290;114350;238;15:21:00
SPFB.RTS-12.18;1;06.11.2018;114330;114360;114320;114350;166;15:22:00
SPFB.RTS-12.18;1;06.11.2018;114360;114440;114360;114420;438;15:23:00
SPFB.RTS-12.18;1;06.11.2018;114410;114430;114400;114420;181;15:24:00
SPFB.RTS-12.18;1;06.11.2018;114420;114420;114360;114360;359;15:25:00
SPFB.RTS-12.18;1;06.11.2018;114360;114390;114360;114380;143;15:26:00
SPFB.RTS-12.18;1;06.11.2018;114370;114400;114350;114390;142;15:27:00
SPFB.RTS-12.18;1;06.11.2018;114380;114400;114370;114380;101;15:28:00
SPFB.RTS-12.18;1;06.11.2018;114370;114470;114370;114450;630;15:29:00
SPFB.RTS-12.18;1;06.11.2018;114460;114500;114440;114490;550;15:30:00
SPFB.RTS-12.18;1;06.11.2018;114480;114490;114420;114440;320;15:31:00
SPFB.RTS-12.18;1;06.11.2018;114440;114500;114420;114430;499;15:32:00
SPFB.RTS-12.18;1;06.11.2018;114420;114450;114390;114450;427;15:33:00
SPFB.RTS-12.18;1;06.11.2018;114450;114450;114420;114420;79;15:34:00
SPFB.RTS-12.18;1;06.11.2018;114440;114450;114430;114450;25;15:35:00
SPFB.RTS-12.18;1;06.11.2018;114450;114470;114440;114440;140;15:36:00
SPFB.RTS-12.18;1;06.11.2018;114450;114550;114430;114500;521;15:37:00
SPFB.RTS-12.18;1;06.11.2018;114510;114570;114510;114530;346;15:38:00
SPFB.RTS-12.18;1;06.11.2018;114530;114550;114500;114530;150;15:39:00
SPFB.RTS-12.18;1;06.11.2018;114540;114570;114520;114570;201;15:40:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114550;114580;309;15:41:00
SPFB.RTS-12.18;1;06.11.2018;114560;114640;114560;114610;950;15:42:00
SPFB.RTS-12.18;1;06.11.2018;114620;114650;114590;114640;587;15:43:00
SPFB.RTS-12.18;1;06.11.2018;114630;114640;114590;114640;411;15:44:00
SPFB.RTS-12.18;1;06.11.2018;114640;114720;114630;114680;864;15:45:00
SPFB.RTS-12.18;1;06.11.2018;114690;114730;114640;114640;454;15:46:00
SPFB.RTS-12.18;1;06.11.2018;114640;114670;114620;114650;342;15:47:00
SPFB.RTS-12.18;1;06.11.2018;114650;114670;114640;114670;151;15:48:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114650;114670;151;15:49:00
SPFB.RTS-12.18;1;06.11.2018;114680;114750;114670;114720;514;15:50:00
SPFB.RTS-12.18;1;06.11.2018;114730;114900;114720;114830;3306;15:51:00
SPFB.RTS-12.18;1;06.11.2018;114820;114860;114800;114810;952;15:52:00
SPFB.RTS-12.18;1;06.11.2018;114800;114840;114800;114820;728;15:53:00
SPFB.RTS-12.18;1;06.11.2018;114820;114870;114820;114860;478;15:54:00
SPFB.RTS-12.18;1;06.11.2018;114870;114870;114840;114860;303;15:55:00
SPFB.RTS-12.18;1;06.11.2018;114860;114900;114850;114880;566;15:56:00
SPFB.RTS-12.18;1;06.11.2018;114870;114890;114860;114870;331;15:57:00
SPFB.RTS-12.18;1;06.11.2018;114870;114880;114830;114840;342;15:58:00
SPFB.RTS-12.18;1;06.11.2018;114840;114850;114810;114840;540;15:59:00
SPFB.RTS-12.18;1;06.11.2018;114830;114850;114780;114790;1014;16:00:00
SPFB.RTS-12.18;1;06.11.2018;114790;114830;114760;114770;568;16:01:00
SPFB.RTS-12.18;1;06.11.2018;114790;114810;114750;114760;531;16:02:00
SPFB.RTS-12.18;1;06.11.2018;114770;114830;114770;114830;287;16:03:00
SPFB.RTS-12.18;1;06.11.2018;114820;114840;114800;114820;224;16:04:00
SPFB.RTS-12.18;1;06.11.2018;114810;114830;114780;114790;237;16:05:00
SPFB.RTS-12.18;1;06.11.2018;114790;114800;114770;114800;419;16:06:00
SPFB.RTS-12.18;1;06.11.2018;114800;114810;114780;114790;259;16:07:00
SPFB.RTS-12.18;1;06.11.2018;114800;114810;114790;114800;203;16:08:00
SPFB.RTS-12.18;1;06.11.2018;114820;114820;114770;114770;184;16:09:00
SPFB.RTS-12.18;1;06.11.2018;114770;114790;114770;114790;349;16:10:00
SPFB.RTS-12.18;1;06.11.2018;114780;114800;114770;114790;124;16:11:00
SPFB.RTS-12.18;1;06.11.2018;114780;114790;114710;114730;645;16:12:00
SPFB.RTS-12.18;1;06.11.2018;114730;114760;114730;114730;386;16:13:00
SPFB.RTS-12.18;1;06.11.2018;114750;114800;114740;114790;217;16:14:00
SPFB.RTS-12.18;1;06.11.2018;114790;114800;114760;114780;171;16:15:00
SPFB.RTS-12.18;1;06.11.2018;114770;114780;114750;114770;188;16:16:00
SPFB.RTS-12.18;1;06.11.2018;114780;114810;114780;114800;279;16:17:00
SPFB.RTS-12.18;1;06.11.2018;114800;114830;114790;114790;176;16:18:00
SPFB.RTS-12.18;1;06.11.2018;114800;114840;114780;114820;161;16:19:00
SPFB.RTS-12.18;1;06.11.2018;114820;114820;114800;114800;171;16:20:00
SPFB.RTS-12.18;1;06.11.2018;114790;114830;114770;114770;151;16:21:00
SPFB.RTS-12.18;1;06.11.2018;114780;114850;114770;114850;325;16:22:00
SPFB.RTS-12.18;1;06.11.2018;114850;114850;114820;114840;80;16:23:00
SPFB.RTS-12.18;1;06.11.2018;114850;114870;114840;114850;300;16:24:00
SPFB.RTS-12.18;1;06.11.2018;114840;114870;114820;114840;354;16:25:00
SPFB.RTS-12.18;1;06.11.2018;114850;114870;114840;114870;112;16:26:00
SPFB.RTS-12.18;1;06.11.2018;114860;114890;114840;114880;173;16:27:00
SPFB.RTS-12.18;1;06.11.2018;114880;114950;114850;114940;1204;16:28:00
SPFB.RTS-12.18;1;06.11.2018;114940;114950;114890;114900;545;16:29:00
SPFB.RTS-12.18;1;06.11.2018;114890;114910;114860;114870;358;16:30:00
SPFB.RTS-12.18;1;06.11.2018;114870;114890;114810;114830;792;16:31:00
SPFB.RTS-12.18;1;06.11.2018;114840;114840;114800;114800;397;16:32:00
SPFB.RTS-12.18;1;06.11.2018;114810;114870;114800;114870;302;16:33:00
SPFB.RTS-12.18;1;06.11.2018;114870;114880;114810;114820;273;16:34:00
SPFB.RTS-12.18;1;06.11.2018;114810;114820;114780;114810;363;16:35:00
SPFB.RTS-12.18;1;06.11.2018;114810;114860;114780;114840;181;16:36:00
SPFB.RTS-12.18;1;06.11.2018;114840;114910;114830;114870;457;16:37:00
SPFB.RTS-12.18;1;06.11.2018;114870;114920;114870;114910;364;16:38:00
SPFB.RTS-12.18;1;06.11.2018;114910;114980;114890;114940;1440;16:39:00
SPFB.RTS-12.18;1;06.11.2018;114950;114970;114920;114960;325;16:40:00
SPFB.RTS-12.18;1;06.11.2018;114970;115070;114940;115030;2440;16:41:00
SPFB.RTS-12.18;1;06.11.2018;115040;115120;115020;115070;1865;16:42:00
SPFB.RTS-12.18;1;06.11.2018;115080;115100;115030;115060;991;16:43:00
SPFB.RTS-12.18;1;06.11.2018;115060;115060;114940;114980;1691;16:44:00
SPFB.RTS-12.18;1;06.11.2018;114990;115050;114980;115010;470;16:45:00
SPFB.RTS-12.18;1;06.11.2018;115020;115040;115000;115000;282;16:46:00
SPFB.RTS-12.18;1;06.11.2018;115020;115030;114980;114990;331;16:47:00
SPFB.RTS-12.18;1;06.11.2018;115000;115020;114990;115010;301;16:48:00
SPFB.RTS-12.18;1;06.11.2018;115030;115030;114960;114990;382;16:49:00
SPFB.RTS-12.18;1;06.11.2018;114980;115000;114960;114960;297;16:50:00
SPFB.RTS-12.18;1;06.11.2018;114960;114970;114900;114950;780;16:51:00
SPFB.RTS-12.18;1;06.11.2018;114940;114990;114900;114910;302;16:52:00
SPFB.RTS-12.18;1;06.11.2018;114920;114940;114920;114920;212;16:53:00
SPFB.RTS-12.18;1;06.11.2018;114930;114940;114920;114930;142;16:54:00
SPFB.RTS-12.18;1;06.11.2018;114940;115000;114930;114980;235;16:55:00
SPFB.RTS-12.18;1;06.11.2018;114970;115140;114970;115120;1400;16:56:00
SPFB.RTS-12.18;1;06.11.2018;115120;115130;115060;115100;440;16:57:00
SPFB.RTS-12.18;1;06.11.2018;115110;115160;115100;115140;1357;16:58:00
SPFB.RTS-12.18;1;06.11.2018;115130;115160;115090;115130;378;16:59:00
SPFB.RTS-12.18;1;06.11.2018;115130;115160;115080;115110;804;17:00:00
SPFB.RTS-12.18;1;06.11.2018;115110;115160;115090;115120;577;17:01:00
SPFB.RTS-12.18;1;06.11.2018;115120;115130;115040;115060;609;17:02:00
SPFB.RTS-12.18;1;06.11.2018;115070;115090;115030;115040;780;17:03:00
SPFB.RTS-12.18;1;06.11.2018;115050;115060;114990;114990;520;17:04:00
SPFB.RTS-12.18;1;06.11.2018;115000;115010;114920;114940;874;17:05:00
SPFB.RTS-12.18;1;06.11.2018;114940;114950;114910;114930;520;17:06:00
SPFB.RTS-12.18;1;06.11.2018;114930;114960;114910;114930;568;17:07:00
SPFB.RTS-12.18;1;06.11.2018;114930;114940;114890;114940;335;17:08:00
SPFB.RTS-12.18;1;06.11.2018;114950;114950;114900;114910;190;17:09:00
SPFB.RTS-12.18;1;06.11.2018;114910;114950;114910;114910;183;17:10:00
SPFB.RTS-12.18;1;06.11.2018;114930;114980;114920;114960;285;17:11:00
SPFB.RTS-12.18;1;06.11.2018;114970;114980;114910;114910;334;17:12:00
SPFB.RTS-12.18;1;06.11.2018;114930;114970;114920;114930;131;17:13:00
SPFB.RTS-12.18;1;06.11.2018;114930;114940;114890;114910;428;17:14:00
SPFB.RTS-12.18;1;06.11.2018;114900;114920;114890;114890;196;17:15:00
SPFB.RTS-12.18;1;06.11.2018;114910;114930;114900;114900;110;17:16:00
SPFB.RTS-12.18;1;06.11.2018;114900;114920;114870;114870;348;17:17:00
SPFB.RTS-12.18;1;06.11.2018;114870;114900;114830;114870;813;17:18:00
SPFB.RTS-12.18;1;06.11.2018;114870;114880;114850;114850;160;17:19:00
SPFB.RTS-12.18;1;06.11.2018;114840;114880;114830;114870;142;17:20:00
SPFB.RTS-12.18;1;06.11.2018;114870;114940;114870;114930;420;17:21:00
SPFB.RTS-12.18;1;06.11.2018;114940;114970;114900;114970;476;17:22:00
SPFB.RTS-12.18;1;06.11.2018;114970;114980;114940;114950;209;17:23:00
SPFB.RTS-12.18;1;06.11.2018;114950;114950;114930;114940;163;17:24:00
SPFB.RTS-12.18;1;06.11.2018;114940;114960;114930;114940;114;17:25:00
SPFB.RTS-12.18;1;06.11.2018;114950;115010;114940;115000;563;17:26:00
SPFB.RTS-12.18;1;06.11.2018;115020;115020;114960;114960;182;17:27:00
SPFB.RTS-12.18;1;06.11.2018;114960;114970;114930;114930;254;17:28:00
SPFB.RTS-12.18;1;06.11.2018;114940;114960;114920;114930;116;17:29:00
SPFB.RTS-12.18;1;06.11.2018;114930;114980;114930;114950;172;17:30:00
SPFB.RTS-12.18;1;06.11.2018;114950;114980;114850;114860;934;17:31:00
SPFB.RTS-12.18;1;06.11.2018;114860;114970;114860;114950;706;17:32:00
SPFB.RTS-12.18;1;06.11.2018;114950;115040;114940;114990;892;17:33:00
SPFB.RTS-12.18;1;06.11.2018;115000;115010;114960;114980;673;17:34:00
SPFB.RTS-12.18;1;06.11.2018;114970;115010;114930;114960;625;17:35:00
SPFB.RTS-12.18;1;06.11.2018;114970;115040;114950;115030;772;17:36:00
SPFB.RTS-12.18;1;06.11.2018;115030;115040;114960;114970;376;17:37:00
SPFB.RTS-12.18;1;06.11.2018;114960;114970;114910;114970;509;17:38:00
SPFB.RTS-12.18;1;06.11.2018;114960;114960;114890;114900;407;17:39:00
SPFB.RTS-12.18;1;06.11.2018;114910;114940;114870;114920;494;17:40:00
SPFB.RTS-12.18;1;06.11.2018;114920;114930;114890;114890;181;17:41:00
SPFB.RTS-12.18;1;06.11.2018;114910;114930;114860;114860;365;17:42:00
SPFB.RTS-12.18;1;06.11.2018;114860;114910;114860;114900;135;17:43:00
SPFB.RTS-12.18;1;06.11.2018;114890;114930;114840;114840;488;17:44:00
SPFB.RTS-12.18;1;06.11.2018;114840;114850;114780;114790;1133;17:45:00
SPFB.RTS-12.18;1;06.11.2018;114790;114860;114790;114830;587;17:46:00
SPFB.RTS-12.18;1;06.11.2018;114850;114880;114790;114800;593;17:47:00
SPFB.RTS-12.18;1;06.11.2018;114810;114840;114740;114760;1142;17:48:00
SPFB.RTS-12.18;1;06.11.2018;114770;114800;114730;114780;624;17:49:00
SPFB.RTS-12.18;1;06.11.2018;114780;114790;114730;114770;462;17:50:00
SPFB.RTS-12.18;1;06.11.2018;114770;114790;114650;114730;1489;17:51:00
SPFB.RTS-12.18;1;06.11.2018;114720;114740;114700;114730;535;17:52:00
SPFB.RTS-12.18;1;06.11.2018;114720;114760;114670;114670;1519;17:53:00
SPFB.RTS-12.18;1;06.11.2018;114680;114740;114610;114630;1107;17:54:00
SPFB.RTS-12.18;1;06.11.2018;114630;114710;114620;114700;718;17:55:00
SPFB.RTS-12.18;1;06.11.2018;114700;114710;114640;114670;462;17:56:00
SPFB.RTS-12.18;1;06.11.2018;114660;114710;114660;114700;406;17:57:00
SPFB.RTS-12.18;1;06.11.2018;114700;114730;114670;114700;644;17:58:00
SPFB.RTS-12.18;1;06.11.2018;114690;114760;114680;114740;877;17:59:00
SPFB.RTS-12.18;1;06.11.2018;114740;114770;114670;114690;858;18:00:00
SPFB.RTS-12.18;1;06.11.2018;114680;114740;114670;114730;557;18:01:00
SPFB.RTS-12.18;1;06.11.2018;114730;114780;114710;114760;553;18:02:00
SPFB.RTS-12.18;1;06.11.2018;114750;114760;114700;114710;357;18:03:00
SPFB.RTS-12.18;1;06.11.2018;114720;114740;114700;114720;238;18:04:00
SPFB.RTS-12.18;1;06.11.2018;114720;114730;114690;114710;347;18:05:00
SPFB.RTS-12.18;1;06.11.2018;114710;114720;114670;114710;314;18:06:00
SPFB.RTS-12.18;1;06.11.2018;114730;114750;114700;114730;449;18:07:00
SPFB.RTS-12.18;1;06.11.2018;114720;114770;114680;114700;1191;18:08:00
SPFB.RTS-12.18;1;06.11.2018;114690;114750;114670;114740;383;18:09:00
SPFB.RTS-12.18;1;06.11.2018;114740;114780;114680;114690;268;18:10:00
SPFB.RTS-12.18;1;06.11.2018;114690;114730;114690;114710;325;18:11:00
SPFB.RTS-12.18;1;06.11.2018;114720;114760;114700;114710;249;18:12:00
SPFB.RTS-12.18;1;06.11.2018;114700;114750;114700;114750;174;18:13:00
SPFB.RTS-12.18;1;06.11.2018;114750;114800;114750;114800;470;18:14:00
SPFB.RTS-12.18;1;06.11.2018;114800;114830;114780;114800;763;18:15:00
SPFB.RTS-12.18;1;06.11.2018;114810;114860;114800;114840;526;18:16:00
SPFB.RTS-12.18;1;06.11.2018;114850;114870;114830;114850;270;18:17:00
SPFB.RTS-12.18;1;06.11.2018;114840;114860;114810;114840;486;18:18:00
SPFB.RTS-12.18;1;06.11.2018;114830;114840;114800;114820;183;18:19:00
SPFB.RTS-12.18;1;06.11.2018;114820;114860;114810;114830;172;18:20:00
SPFB.RTS-12.18;1;06.11.2018;114840;114890;114820;114860;352;18:21:00
SPFB.RTS-12.18;1;06.11.2018;114860;114880;114850;114870;234;18:22:00
SPFB.RTS-12.18;1;06.11.2018;114880;114890;114860;114860;234;18:23:00
SPFB.RTS-12.18;1;06.11.2018;114860;114890;114830;114830;267;18:24:00
SPFB.RTS-12.18;1;06.11.2018;114820;114940;114820;114940;544;18:25:00
SPFB.RTS-12.18;1;06.11.2018;114930;114940;114850;114850;332;18:26:00
SPFB.RTS-12.18;1;06.11.2018;114840;114860;114810;114810;444;18:27:00
SPFB.RTS-12.18;1;06.11.2018;114810;114860;114790;114800;338;18:28:00
SPFB.RTS-12.18;1;06.11.2018;114800;114840;114780;114830;647;18:29:00
SPFB.RTS-12.18;1;06.11.2018;114820;114870;114800;114800;297;18:30:00
SPFB.RTS-12.18;1;06.11.2018;114810;114870;114810;114870;392;18:31:00
SPFB.RTS-12.18;1;06.11.2018;114870;114930;114860;114890;1063;18:32:00
SPFB.RTS-12.18;1;06.11.2018;114890;114910;114850;114880;947;18:33:00
SPFB.RTS-12.18;1;06.11.2018;114860;114860;114800;114820;1119;18:34:00
SPFB.RTS-12.18;1;06.11.2018;114810;114840;114790;114810;673;18:35:00
SPFB.RTS-12.18;1;06.11.2018;114810;114820;114730;114740;1151;18:36:00
SPFB.RTS-12.18;1;06.11.2018;114750;114780;114720;114720;581;18:37:00
SPFB.RTS-12.18;1;06.11.2018;114720;114800;114720;114760;472;18:38:00
SPFB.RTS-12.18;1;06.11.2018;114760;114760;114660;114700;1289;18:39:00
SPFB.RTS-12.18;1;06.11.2018;114720;114740;114700;114740;661;18:40:00
SPFB.RTS-12.18;1;06.11.2018;114730;114740;114660;114700;1090;18:41:00
SPFB.RTS-12.18;1;06.11.2018;114700;114800;114700;114780;611;18:42:00
SPFB.RTS-12.18;1;06.11.2018;114770;114780;114720;114740;453;18:43:00
SPFB.RTS-12.18;1;06.11.2018;114730;114740;114670;114680;454;18:44:00
SPFB.RTS-12.18;1;06.11.2018;114680;114730;114640;114720;742;18:45:00
SPFB.RTS-12.18;1;06.11.2018;114790;114820;114460;114580;1710;19:01:00
SPFB.RTS-12.18;1;06.11.2018;114580;114630;114550;114570;630;19:02:00
SPFB.RTS-12.18;1;06.11.2018;114570;114630;114560;114610;334;19:03:00
SPFB.RTS-12.18;1;06.11.2018;114610;114630;114550;114580;689;19:04:00
SPFB.RTS-12.18;1;06.11.2018;114580;114650;114570;114640;267;19:05:00
SPFB.RTS-12.18;1;06.11.2018;114630;114650;114580;114610;366;19:06:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114550;114560;222;19:07:00
SPFB.RTS-12.18;1;06.11.2018;114570;114630;114530;114600;484;19:08:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114590;114610;245;19:09:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114530;114560;388;19:10:00
SPFB.RTS-12.18;1;06.11.2018;114540;114550;114480;114510;1051;19:11:00
SPFB.RTS-12.18;1;06.11.2018;114510;114590;114480;114560;348;19:12:00
SPFB.RTS-12.18;1;06.11.2018;114550;114580;114530;114580;111;19:13:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114550;114590;141;19:14:00
SPFB.RTS-12.18;1;06.11.2018;114580;114710;114580;114700;480;19:15:00
SPFB.RTS-12.18;1;06.11.2018;114690;114700;114620;114620;167;19:16:00
SPFB.RTS-12.18;1;06.11.2018;114620;114620;114590;114600;115;19:17:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114570;114590;193;19:18:00
SPFB.RTS-12.18;1;06.11.2018;114570;114580;114540;114550;223;19:19:00
SPFB.RTS-12.18;1;06.11.2018;114550;114600;114540;114540;321;19:20:00
SPFB.RTS-12.18;1;06.11.2018;114530;114550;114470;114500;658;19:21:00
SPFB.RTS-12.18;1;06.11.2018;114500;114500;114430;114450;865;19:22:00
SPFB.RTS-12.18;1;06.11.2018;114430;114490;114420;114470;259;19:23:00
SPFB.RTS-12.18;1;06.11.2018;114460;114500;114460;114480;273;19:24:00
SPFB.RTS-12.18;1;06.11.2018;114490;114540;114470;114500;428;19:25:00
SPFB.RTS-12.18;1;06.11.2018;114500;114500;114460;114470;348;19:26:00
SPFB.RTS-12.18;1;06.11.2018;114480;114530;114460;114470;434;19:27:00
SPFB.RTS-12.18;1;06.11.2018;114480;114480;114390;114450;760;19:28:00
SPFB.RTS-12.18;1;06.11.2018;114450;114530;114420;114520;413;19:29:00
SPFB.RTS-12.18;1;06.11.2018;114520;114550;114500;114520;487;19:30:00
SPFB.RTS-12.18;1;06.11.2018;114520;114560;114490;114530;386;19:31:00
SPFB.RTS-12.18;1;06.11.2018;114520;114550;114480;114540;521;19:32:00
SPFB.RTS-12.18;1;06.11.2018;114550;114670;114520;114640;1219;19:33:00
SPFB.RTS-12.18;1;06.11.2018;114650;114650;114550;114650;674;19:34:00
SPFB.RTS-12.18;1;06.11.2018;114650;114680;114590;114660;688;19:35:00
SPFB.RTS-12.18;1;06.11.2018;114670;114690;114660;114690;581;19:36:00
SPFB.RTS-12.18;1;06.11.2018;114690;114750;114650;114660;1022;19:37:00
SPFB.RTS-12.18;1;06.11.2018;114670;114720;114650;114660;278;19:38:00
SPFB.RTS-12.18;1;06.11.2018;114670;114700;114660;114670;188;19:39:00
SPFB.RTS-12.18;1;06.11.2018;114670;114680;114640;114640;256;19:40:00
SPFB.RTS-12.18;1;06.11.2018;114650;114660;114630;114640;130;19:41:00
SPFB.RTS-12.18;1;06.11.2018;114640;114650;114560;114570;549;19:42:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114540;114570;518;19:43:00
SPFB.RTS-12.18;1;06.11.2018;114570;114570;114490;114520;377;19:44:00
SPFB.RTS-12.18;1;06.11.2018;114520;114540;114490;114510;360;19:45:00
SPFB.RTS-12.18;1;06.11.2018;114510;114520;114450;114460;431;19:46:00
SPFB.RTS-12.18;1;06.11.2018;114470;114500;114430;114450;544;19:47:00
SPFB.RTS-12.18;1;06.11.2018;114450;114460;114420;114460;276;19:48:00
SPFB.RTS-12.18;1;06.11.2018;114450;114460;114420;114450;254;19:49:00
SPFB.RTS-12.18;1;06.11.2018;114450;114450;114400;114420;342;19:50:00
SPFB.RTS-12.18;1;06.11.2018;114440;114460;114410;114460;488;19:51:00
SPFB.RTS-12.18;1;06.11.2018;114460;114500;114450;114470;253;19:52:00
SPFB.RTS-12.18;1;06.11.2018;114480;114490;114460;114460;104;19:53:00
SPFB.RTS-12.18;1;06.11.2018;114470;114470;114440;114460;146;19:54:00
SPFB.RTS-12.18;1;06.11.2018;114450;114470;114430;114470;163;19:55:00
SPFB.RTS-12.18;1;06.11.2018;114450;114530;114450;114510;262;19:56:00
SPFB.RTS-12.18;1;06.11.2018;114500;114550;114500;114540;251;19:57:00
SPFB.RTS-12.18;1;06.11.2018;114540;114540;114490;114510;253;19:58:00
SPFB.RTS-12.18;1;06.11.2018;114510;114530;114480;114530;123;19:59:00
SPFB.RTS-12.18;1;06.11.2018;114520;114550;114510;114550;96;20:00:00
SPFB.RTS-12.18;1;06.11.2018;114560;114580;114540;114570;233;20:01:00
SPFB.RTS-12.18;1;06.11.2018;114580;114590;114540;114540;232;20:02:00
SPFB.RTS-12.18;1;06.11.2018;114540;114580;114530;114550;124;20:03:00
SPFB.RTS-12.18;1;06.11.2018;114550;114600;114540;114600;319;20:04:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114560;114570;70;20:05:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114560;114600;117;20:06:00
SPFB.RTS-12.18;1;06.11.2018;114590;114610;114580;114590;204;20:07:00
SPFB.RTS-12.18;1;06.11.2018;114600;114610;114580;114610;137;20:08:00
SPFB.RTS-12.18;1;06.11.2018;114610;114610;114580;114590;51;20:09:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114580;114610;302;20:10:00
SPFB.RTS-12.18;1;06.11.2018;114610;114620;114570;114580;147;20:11:00
SPFB.RTS-12.18;1;06.11.2018;114580;114580;114560;114570;82;20:12:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114550;114560;174;20:13:00
SPFB.RTS-12.18;1;06.11.2018;114570;114590;114570;114590;47;20:14:00
SPFB.RTS-12.18;1;06.11.2018;114590;114620;114590;114620;87;20:15:00
SPFB.RTS-12.18;1;06.11.2018;114620;114640;114580;114590;188;20:16:00
SPFB.RTS-12.18;1;06.11.2018;114580;114590;114560;114580;87;20:17:00
SPFB.RTS-12.18;1;06.11.2018;114560;114570;114550;114550;138;20:18:00
SPFB.RTS-12.18;1;06.11.2018;114550;114580;114540;114580;69;20:19:00
SPFB.RTS-12.18;1;06.11.2018;114570;114600;114570;114600;23;20:20:00
SPFB.RTS-12.18;1;06.11.2018;114600;114610;114580;114590;141;20:21:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114580;114590;623;20:22:00
SPFB.RTS-12.18;1;06.11.2018;114600;114600;114540;114540;104;20:23:00
SPFB.RTS-12.18;1;06.11.2018;114540;114570;114540;114550;93;20:24:00
SPFB.RTS-12.18;1;06.11.2018;114540;114560;114540;114560;68;20:25:00
SPFB.RTS-12.18;1;06.11.2018;114550;114570;114550;114560;20;20:26:00
SPFB.RTS-12.18;1;06.11.2018;114570;114580;114540;114580;51;20:27:00
SPFB.RTS-12.18;1;06.11.2018;114590;114600;114570;114570;72;20:28:00
SPFB.RTS-12.18;1;06.11.2018;114580;114590;114570;114580;36;20:29:00
SPFB.RTS-12.18;1;06.11.2018;114580;114600;114570;114600;63;20:30:00
SPFB.RTS-12.18;1;06.11.2018;114590;114590;114580;114580;19;20:31:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114580;114580;113;20:32:00
SPFB.RTS-12.18;1;06.11.2018;114590;114630;114590;114630;108;20:33:00
SPFB.RTS-12.18;1;06.11.2018;114640;114680;114620;114640;280;20:34:00
